id,idn,cod_libro,id_libro,numero_capitolo,lingua,titolo
Rut_1,233,Rut,8,1,it,Elimelec e noemi nel paese di moab
Rut_2,234,Rut,8,2,en,The Meeting
Rut_2,234,Rut,8,2,it,"Rut, la spigolatrice, nei campi di booz"
Rut_3,235,Rut,8,3,en,Ruth Again Presents Herself
Rut_3,235,Rut,8,3,it,Rut e booz: l'incontro decisivo
Rut_4,236,Rut,8,4,en,Boaz Marries Ruth
Rut_4,236,Rut,8,4,it,Il riscatto e le nozze
1Sam_1,237,1Sam,9,1,en,Elkanah and His Family at Shiloh
1Sam_1,237,1Sam,9,1,it,Samuele e i figli di eli
1Sam_2,238,1Sam,9,2,en,Wickedness of Eli’s Sons
1Sam_2,238,1Sam,9,2,it,Cantico di Anna
1Sam_3,239,1Sam,9,3,en,Revelation to Samuel
1Sam_3,239,1Sam,9,3,it,Vocazione di Samuele
1Sam_4,240,1Sam,9,4,en,Defeat of the Israelites
1Sam_4,240,1Sam,9,4,it,Vicende dell'arca
1Sam_5,241,1Sam,9,5,en,The Ark in the Temple of Dagon
1Sam_5,241,1Sam,9,5,it,L'arca nel tempio di Dagon
1Sam_6,242,1Sam,9,6,en,The Ark Is Returned
1Sam_6,242,1Sam,9,6,it,Ritorno dell'arca
1Sam_7,243,1Sam,9,7,en,Samuel the Judge
1Sam_7,243,1Sam,9,7,it,Samuele giudice di Israele
1Sam_8,244,1Sam,9,8,en,Request for a King
1Sam_8,244,1Sam,9,8,it,"Saul, primo re d'israele"
1Sam_9,245,1Sam,9,9,en,Saul
1Sam_9,245,1Sam,9,9,it,Incontro di Saul con Samuele
1Sam_10,246,1Sam,9,10,en,The Signs Foretold
1Sam_10,246,1Sam,9,10,it,Saul viene designato re dalla sorte
1Sam_11,247,1Sam,9,11,en,Defeat of the Ammonites
1Sam_11,247,1Sam,9,11,it,Prima vittoria militare di Saul
1Sam_12,248,1Sam,9,12,en,Samuel’s Integrity
1Sam_12,248,1Sam,9,12,it,Discorso di Samuele
1Sam_13,249,1Sam,9,13,en,Saul Offers Sacrifice
1Sam_13,249,1Sam,9,13,it,Saul e Giònata sconfiggono i Filistei
1Sam_14,250,1Sam,9,14,en,Rout of the Philistines
1Sam_14,250,1Sam,9,14,it,Gionata attacca l'appostamento
1Sam_15,251,1Sam,9,15,en,Disobedience of Saul
1Sam_15,251,1Sam,9,15,it,Saul è rifiutato come re
1Sam_16,252,1Sam,9,16,en,Samuel Is Sent to Bethlehem
1Sam_16,252,1Sam,9,16,it,Tramonto di saul e ascesa di davide
1Sam_17,253,1Sam,9,17,en,The Challenge of Goliath
1Sam_17,253,1Sam,9,17,it,Davide sconfigge Golia
1Sam_18,254,1Sam,9,18,en,David and Jonathan
1Sam_18,254,1Sam,9,18,it,Rottura tra Saul e Davide
1Sam_19,255,1Sam,9,19,en,Persecution of David
1Sam_19,255,1Sam,9,19,it,Gionata intercede per Davide
1Sam_20,256,1Sam,9,20,en,David Consults with Jonathan
1Sam_20,256,1Sam,9,20,it,Gionata favorisce la partenza di Davide
1Sam_21,257,1Sam,9,21,en,The Holy Bread
1Sam_21,257,1Sam,9,21,it,Fuga di Davide
1Sam_22,258,1Sam,9,22,en,Doeg Betrays Ahimelech
1Sam_22,258,1Sam,9,22,it,Saul massacra i sacerdoti di Nob
1Sam_23,259,1Sam,9,23,en,Keilah Liberated
1Sam_23,259,1Sam,9,23,it,Davide sfugge a Saul
1Sam_24,260,1Sam,9,24,en,David Spares Saul
1Sam_24,260,1Sam,9,24,it,Davide risparmia Saul
1Sam_25,261,1Sam,9,25,en,Death of Samuel
1Sam_25,261,1Sam,9,25,it,"Nabal, Abigàil e Davide"
1Sam_26,262,1Sam,9,26,en,David Spares Saul Again
1Sam_26,262,1Sam,9,26,it,Davide risparmia ancora la vita di Saul
1Sam_27,263,1Sam,9,27,en,David Flees to the Philistines
1Sam_27,263,1Sam,9,27,it,Davide al servizio di un re filisteo
1Sam_28,264,1Sam,9,28,en,Saul in Despair
1Sam_28,264,1Sam,9,28,it,Saul e la chiromante di Endor
1Sam_29,265,1Sam,9,29,en,David’s Aid Rejected
1Sam_29,265,1Sam,9,29,it,Davide è congedato dai capi filistei
1Sam_30,266,1Sam,9,30,en,Ziklag in Ruins
1Sam_30,266,1Sam,9,30,it,Davide sconfigge gli Amaleciti
1Sam_31,267,1Sam,9,31,en,Death of Saul and His Sons
1Sam_31,267,1Sam,9,31,it,Sconfitta d'Israele e morte di Saul
2Sam_1,268,2Sam,10,1,en,Report of Saul’s Death
2Sam_1,268,2Sam,10,1,it,Davide apprende della sconfitta d'Israele
2Sam_2,269,2Sam,10,2,en,David Is Anointed King
2Sam_2,269,2Sam,10,2,it,Davide diventa re su giuda e israele
2Sam_3,270,2Sam,10,3,en,Sons Born in Hebron
2Sam_3,270,2Sam,10,3,it,Negoziati e uccisione di Abner
2Sam_4,271,2Sam,10,4,en,Death of Ishbaal
2Sam_4,271,2Sam,10,4,it,Assassinio di Is-Baal
2Sam_5,272,2Sam,10,5,en,David King of Israel
2Sam_5,272,2Sam,10,5,it,"Davide re di Giuda e d'Israele: conquista di Gerusalemme, disfatta dei Filistei"
2Sam_6,273,2Sam,10,6,en,The Ark Brought to Jerusalem
2Sam_6,273,2Sam,10,6,it,Davide introduce l'arca a Gerusalemme
2Sam_7,274,2Sam,10,7,en,The Oracle of Nathan
2Sam_7,274,2Sam,10,7,it,Oracolo di Natan e preghiera di Davide
2Sam_8,275,2Sam,10,8,en,Summary of David’s Wars
2Sam_8,275,2Sam,10,8,it,Vittorie militari di Davide
2Sam_9,276,2Sam,10,9,en,David and Meribbaal
2Sam_9,276,2Sam,10,9,it,Storia della successione di davide
2Sam_10,277,2Sam,10,10,en,Campaigns Against Ammon
2Sam_10,277,2Sam,10,10,it,Peccato di Davide
2Sam_11,278,2Sam,10,11,en,David’s Sin
2Sam_11,278,2Sam,10,11,it,Seconda campagna ammonita. Il peccato di Davide
2Sam_12,279,2Sam,10,12,en,Nathan’s Parable
2Sam_12,279,2Sam,10,12,it,Rimproveri di Natan. Pentimento di Davide
2Sam_13,280,2Sam,10,13,en,Amnon’s Rape of Tamar
2Sam_13,280,2Sam,10,13,it,Uccisione di Amnon e fuga di Assalonne
2Sam_14,281,2Sam,10,14,en,The Wise Woman of Tekoa
2Sam_14,281,2Sam,10,14,it,Ritorno di Assalonne
2Sam_15,282,2Sam,10,15,en,Absalom’s Ambition
2Sam_15,282,2Sam,10,15,it,Rivolta di Assalonne
2Sam_16,283,2Sam,10,16,en,David and Ziba
2Sam_16,283,2Sam,10,16,it,Davide e Zibà
2Sam_17,284,2Sam,10,17,en,Counsel of Hushai
2Sam_17,284,2Sam,10,17,it,Scontro tra gli eserciti e rovina di Assalonne
2Sam_18,285,2Sam,10,18,en,Preparation for Battle
2Sam_18,285,2Sam,10,18,it,Disfatta del partito di Assalonne
2Sam_19,286,2Sam,10,19,en,Joab Reproves David
2Sam_19,286,2Sam,10,19,it,Ritorno di Davide a Gerusalemme e repressione della rivolta
2Sam_20,287,2Sam,10,20,en,Sheba’s Rebellion
2Sam_20,287,2Sam,10,20,it,Rivolta di Sèba
2Sam_21,288,2Sam,10,21,en,Gibeonite Vengeance
2Sam_21,288,2Sam,10,21,it,Appendici
2Sam_22,289,2Sam,10,22,en,Song of Thanksgiving
2Sam_22,289,2Sam,10,22,it,Il cantico di Davide
2Sam_23,290,2Sam,10,23,en,The Last Words of David
2Sam_23,290,2Sam,10,23,it,Le ultime parole di Davide
2Sam_24,291,2Sam,10,24,en,David’s Census; the Plague
2Sam_24,291,2Sam,10,24,it,"Censimento, peste, costruzione di un altare"
1Re_1,292,1Re,11,1,en,David’s Old Age
1Re_1,292,1Re,11,1,it,Successione di davide
1Re_2,293,1Re,11,2,en,David’s Last Instructions and Death
1Re_2,293,1Re,11,2,it,Testamento e morte di Davide
1Re_3,294,1Re,11,3,en,Early Promise of Solomon’s Reign
1Re_3,294,1Re,11,3,it,Storia di salomone
1Re_4,295,1Re,11,4,en,Solomon’s Riches: Domestic Affairs
1Re_4,295,1Re,11,4,it,I funzionari del regno di Salomone
1Re_5,296,1Re,11,5,en,Solomon’s Riches: International Affairs
1Re_5,296,1Re,11,5,it,La sapienza di Salomone
1Re_6,297,1Re,11,6,en,Building of the Temple
1Re_6,297,1Re,11,6,it,Costruzione del tempio
1Re_7,298,1Re,11,7,en,Solomon’s Temple
1Re_7,298,1Re,11,7,it,Costruzione della reggia
1Re_8,299,1Re,11,8,en,Dedication of the Temple
1Re_8,299,1Re,11,8,it,Trasferimento dell'arca dell'alleanza
1Re_9,300,1Re,11,9,en,Promise and Warning to Solomon
1Re_9,300,1Re,11,9,it,Nuova apparizione del Signore
1Re_10,301,1Re,11,10,en,Solomon’s Listening Heart: The Queen of Sheba
1Re_10,301,1Re,11,10,it,La visita della regina di Saba
1Re_11,302,1Re,11,11,en,The End of Solomon’s Reign
1Re_11,302,1Re,11,11,it,Il peccato di Salomone
1Re_12,303,1Re,11,12,en,Political Disunity
1Re_12,303,1Re,11,12,it,Scisma politico e religioso
1Re_13,304,1Re,11,13,en,Prophetic Disunity
1Re_13,304,1Re,11,13,it,Distruzione dell'altare di Betel
1Re_14,305,1Re,11,14,en,Ahijah Announces Jeroboam’s Downfall
1Re_14,305,1Re,11,14,it,I due regni fino a elia
1Re_15,306,1Re,11,15,en,Reign of Abijam
1Re_15,306,1Re,11,15,it,"Abiam, re di Giuda"
1Re_16,307,1Re,11,16,en,Reign of Elah
1Re_16,307,1Re,11,16,it,"Ela, re d'Israele"
1Re_17,308,1Re,11,17,en,Elijah Proclaims a Drought
1Re_17,308,1Re,11,17,it,Ciclo di elia
1Re_18,309,1Re,11,18,en,Elijah Ends the Drought
1Re_18,309,1Re,11,18,it,L'incontro di Elia con Abdia e Acab
1Re_19,310,1Re,11,19,en,Flight to Horeb
1Re_19,310,1Re,11,19,it,L'incontro con Dio sull'Oreb
1Re_20,311,1Re,11,20,en,Ahab’s Victories over Aram
1Re_20,311,1Re,11,20,it,Gli Aramei assediano Samaria
1Re_21,312,1Re,11,21,en,Seizure of Naboth’s Vineyard
1Re_21,312,1Re,11,21,it,La vigna di Nabot
1Re_22,313,1Re,11,22,en,Ahab’s Defeat by Aram
1Re_22,313,1Re,11,22,it,Nuova guerra aramea e morte di Acab
2Re_1,314,2Re,12,1,en,"Reign of Ahaziah, Continued"
2Re_1,314,2Re,12,1,it,Elia e Acazia
2Re_2,315,2Re,12,2,en,Elijah’s Journey
2Re_2,315,2Re,12,2,it,Rapimento di Elia
2Re_3,316,2Re,12,3,en,Reign of Joram of Israel
2Re_3,316,2Re,12,3,it,"Ioram, re d'Israele"
2Re_4,317,2Re,12,4,en,The Widow’s Oil
2Re_4,317,2Re,12,4,it,Eliseo compie vari miracoli
2Re_5,318,2Re,12,5,en,Elisha Cures Naaman’s Leprosy
2Re_5,318,2Re,12,5,it,Eliseo guarisce Naaman dalla lebbra
2Re_6,319,2Re,12,6,en,The Lost Ax
2Re_6,319,2Re,12,6,it,Il ritrovamento dell'ascia perduta
2Re_7,320,2Re,12,7,en,Elisha: “You Will Eat!”
2Re_7,320,2Re,12,7,it,Eliseo predice la liberazione di Samaria
2Re_8,321,2Re,12,8,en,The Shunammite’s Return
2Re_8,321,2Re,12,8,it,La Sunammita riacquista i suoi beni
2Re_9,322,2Re,12,9,en,Elisha and Jehu of Israel
2Re_9,322,2Re,12,9,it,La storia di Ieu
2Re_10,323,2Re,12,10,en,Death of the Sons of Ahab of Israel
2Re_10,323,2Re,12,10,it,Ieu massacra la famiglia reale e i principi di Giuda
2Re_11,324,2Re,12,11,en,Death of the Heirs of Ahaziah of Judah
2Re_11,324,2Re,12,11,it,Atalia e il regno di Giuda
2Re_12,325,2Re,12,12,en,Reign of Joash of Judah
2Re_12,325,2Re,12,12,it,"Ioas, re di Giuda"
2Re_13,326,2Re,12,13,en,Reign of Jehoahaz of Israel
2Re_13,326,2Re,12,13,it,"Ioacàz, re d'Israele"
2Re_14,327,2Re,12,14,en,Reign of Amaziah of Judah
2Re_14,327,2Re,12,14,it,Israele e giuda fino alla caduta di samaria
2Re_15,328,2Re,12,15,en,Reign of Azariah of Judah
2Re_15,328,2Re,12,15,it,"Azaria, re di Giuda"
2Re_16,329,2Re,12,16,en,Reign of Ahaz of Judah
2Re_16,329,2Re,12,16,it,"Acaz, re di Giuda"
2Re_17,330,2Re,12,17,en,Reign of Hoshea of Israel
2Re_17,330,2Re,12,17,it,"Osea, ultimo re d'Israele"
2Re_18,331,2Re,12,18,en,Reign of Hezekiah
2Re_18,331,2Re,12,18,it,Giuda fino alla caduta di gerusalemme
2Re_19,332,2Re,12,19,en,Hezekiah and Isaiah
2Re_19,332,2Re,12,19,it,Nuova minaccia di Sennàcherib
2Re_20,333,2Re,12,20,en,End of Hezekiah’s Reign
2Re_20,333,2Re,12,20,it,Malattia e guarigione di Ezechia
2Re_21,334,2Re,12,21,en,Reign of Manasseh
2Re_21,334,2Re,12,21,it,"Manasse, re di Giuda"
2Re_22,335,2Re,12,22,en,Reign of Josiah
2Re_22,335,2Re,12,22,it,"Giosia, re di Giuda"
2Re_23,336,2Re,12,23,en,Josiah’s Religious Reform
2Re_23,336,2Re,12,23,it,Riforma di Giosia in Giuda
2Re_24,337,2Re,12,24,en,Reign of Jehoiachin
2Re_24,337,2Re,12,24,it,"Ioiachìn, re di Giuda"
2Re_25,338,2Re,12,25,en,Governorship of Gedaliah
2Re_25,338,2Re,12,25,it,"Distruzione del tempio e della città, saccheggio, deportazione"
1Cr_1,339,1Cr,13,1,en,From Adam to Abraham
1Cr_1,339,1Cr,13,1,it,Da Adamo ad Abramo
1Cr_2,340,1Cr,13,2,en,Judah
1Cr_2,340,1Cr,13,2,it,Discendenza della tribù di Giuda
1Cr_3,341,1Cr,13,3,en,David
1Cr_3,341,1Cr,13,3,it,Discendenti di Davide
1Cr_4,342,1Cr,13,4,en,Simeon
1Cr_4,342,1Cr,13,4,it,Supplementi genealogici
1Cr_5,343,1Cr,13,5,en,Reuben
1Cr_5,343,1Cr,13,5,it,Discendenza della tribù di Ruben
1Cr_6,344,1Cr,13,6,en,The singing men
1Cr_6,344,1Cr,13,6,it,Supplementi: i cantori
1Cr_7,345,1Cr,13,7,en,Issachar
1Cr_7,345,1Cr,13,7,it,Discendenza della tribù di Issacar
1Cr_8,346,1Cr,13,8,en,Benjamin
1Cr_8,346,1Cr,13,8,it,Supplementi: i Beniaminiti
1Cr_9,347,1Cr,13,9,en,Genealogy of Saul
1Cr_9,347,1Cr,13,9,it,Abitanti di Gerusalemme
1Cr_10,348,1Cr,13,10,en,Death of Saul and His Sons
1Cr_10,348,1Cr,13,10,it,Regno di davide
1Cr_11,349,1Cr,13,11,en,David Is Made King
1Cr_11,349,1Cr,13,11,it,Davide re conquista Gerusalemme
1Cr_12,350,1Cr,13,12,en,David’s Early Followers
1Cr_12,350,1Cr,13,12,it,Primi seguaci di Davide
1Cr_13,351,1Cr,13,13,en,Transfer of the Ark
1Cr_13,351,1Cr,13,13,it,Tentativo di trasportare l'arca
1Cr_14,352,1Cr,13,14,en,David in Jerusalem
1Cr_14,352,1Cr,13,14,it,Vittorie sui Filistei
1Cr_15,353,1Cr,13,15,en,Preparations for Moving the Ark
1Cr_15,353,1Cr,13,15,it,Trasporto dell'arca a Gerusalemme
1Cr_16,354,1Cr,13,16,en,David’s Directives for the Levites
1Cr_16,354,1Cr,13,16,it,Organizzazione del servizio levitico
1Cr_17,355,1Cr,13,17,en,The Oracle of Nathan
1Cr_17,355,1Cr,13,17,it,Profezia di Natan
1Cr_18,356,1Cr,13,18,en,David’s Victories
1Cr_18,356,1Cr,13,18,it,Campagne militari
1Cr_19,357,1Cr,13,19,en,Campaigns Against Ammon
1Cr_19,357,1Cr,13,19,it,Vittorie sugli Ammoniti
1Cr_20,358,1Cr,13,20,en,Victories over the Philistines
1Cr_20,358,1Cr,13,20,it,Vittorie sui Filistei
1Cr_21,359,1Cr,13,21,en,David’s Census; the Plague
1Cr_21,359,1Cr,13,21,it,Il peccato del censimento
1Cr_22,360,1Cr,13,22,en,Charge to Solomon
1Cr_22,360,1Cr,13,22,it,Preparativi per la costruzione del tempio
1Cr_23,361,1Cr,13,23,en,The Levitical Divisions
1Cr_23,361,1Cr,13,23,it,Organizzazione dei leviti
1Cr_24,362,1Cr,13,24,en,The Priestly Divisions
1Cr_24,362,1Cr,13,24,it,Organizzazione delle classi dei sacerdoti
1Cr_25,363,1Cr,13,25,en,The Singers
1Cr_25,363,1Cr,13,25,it,Organizzazione delle classi dei cantori
1Cr_26,364,1Cr,13,26,en,Divisions of Gatekeepers
1Cr_26,364,1Cr,13,26,it,Organizzazione delle classi dei portinai
1Cr_27,365,1Cr,13,27,en,Army Commanders
1Cr_27,365,1Cr,13,27,it,Organizzazione del regno
1Cr_28,366,1Cr,13,28,en,The Assembly at Jerusalem
1Cr_28,366,1Cr,13,28,it,Davide presenta il suo erede
1Cr_29,367,1Cr,13,29,en,Offerings for the Temple
1Cr_29,367,1Cr,13,29,it,Offerte per il tempio
2Cr_1,368,2Cr,14,1,en,Solomon at Gibeon
2Cr_1,368,2Cr,14,1,it,Regno di salomone
2Cr_2,369,2Cr,14,2,en,Solomon Builds the Temple
2Cr_2,369,2Cr,14,2,it,Il patto con il re Curam
2Cr_3,370,2Cr,14,3,en,Building of the Temple
2Cr_3,370,2Cr,14,3,it,Costruzione del tempio
2Cr_4,371,2Cr,14,4,en,Furniture of the Temple
2Cr_4,371,2Cr,14,4,it,Arredi del tempio
2Cr_5,372,2Cr,14,5,en,Dedication of the Temple
2Cr_5,372,2Cr,14,5,it,Trasporto dell'arca nel tempio
2Cr_6,373,2Cr,14,6,en,Solomon’s Prayer
2Cr_6,373,2Cr,14,6,it,Discorso al popolo
2Cr_7,374,2Cr,14,7,en,End of the Dedication
2Cr_7,374,2Cr,14,7,it,Dedicazione del tempio
2Cr_8,375,2Cr,14,8,en,Public Works
2Cr_8,375,2Cr,14,8,it,Sommario sull'attività del re
2Cr_9,376,2Cr,14,9,en,The Queen of Sheba
2Cr_9,376,2Cr,14,9,it,Visita della regina di Saba
2Cr_10,377,2Cr,14,10,en,Division of the Kingdom
2Cr_10,377,2Cr,14,10,it,I re di giuda
2Cr_11,378,2Cr,14,11,en,Rehoboam’s Works
2Cr_11,378,2Cr,14,11,it,"Roboamo, re"
2Cr_12,379,2Cr,14,12,en,Rehoboam’s Apostasy
2Cr_12,379,2Cr,14,12,it,Incursione del faraone
2Cr_13,380,2Cr,14,13,en,War Between Abijah and Jeroboam
2Cr_13,380,2Cr,14,13,it,Abia re in guerra con Geroboamo
2Cr_14,381,2Cr,14,14,en,Asa’s Initial Reforms
2Cr_14,381,2Cr,14,14,it,Asa re
2Cr_15,382,2Cr,14,15,en,Further Reforms
2Cr_15,382,2Cr,14,15,it,Riforma religiosa di Asa
2Cr_16,383,2Cr,14,16,en,Asa’s Infidelity
2Cr_16,383,2Cr,14,16,it,Alleanza con gli Aramei
2Cr_17,384,2Cr,14,17,en,Jehoshaphat’s Zeal for the Law
2Cr_17,384,2Cr,14,17,it,Giòsafat re
2Cr_18,385,2Cr,14,18,en,Alliance with Israel
2Cr_18,385,2Cr,14,18,it,Alleanza con il regno del nord contro gli Aramei
2Cr_19,386,2Cr,14,19,en,Jehoshaphat Rebuked
2Cr_19,386,2Cr,14,19,it,Riforme religiose e civili
2Cr_20,387,2Cr,14,20,en,Invasion from Edom
2Cr_20,387,2Cr,14,20,it,Vittorie sui Moabiti
2Cr_21,388,2Cr,14,21,en,Jehoram’s Evil Deeds
2Cr_21,388,2Cr,14,21,it,Ioram re
2Cr_22,389,2Cr,14,22,en,Ahaziah
2Cr_22,389,2Cr,14,22,it,Acazia re
2Cr_23,390,2Cr,14,23,en,Athaliah Overthrown
2Cr_23,390,2Cr,14,23,it,Ioas incoronato re
2Cr_24,391,2Cr,14,24,en,The Temple Restored
2Cr_24,391,2Cr,14,24,it,Restaurazione del tempio
2Cr_25,392,2Cr,14,25,en,Amaziah’s Good Start
2Cr_25,392,2Cr,14,25,it,Amasia re
2Cr_26,393,2Cr,14,26,en,Uzziah’s Projects
2Cr_26,393,2Cr,14,26,it,Ozia re
2Cr_27,394,2Cr,14,27,en,Jotham
2Cr_27,394,2Cr,14,27,it,Iotam re
2Cr_28,395,2Cr,14,28,en,Ahaz’s Misdeeds
2Cr_28,395,2Cr,14,28,it,Acaz re
2Cr_29,396,2Cr,14,29,en,Hezekiah’s Reforms
2Cr_29,396,2Cr,14,29,it,Ezechia re purifica il tempio
2Cr_30,397,2Cr,14,30,en,Invitation to Passover
2Cr_30,397,2Cr,14,30,it,Invito alla celebrazione della Pasqua
2Cr_31,398,2Cr,14,31,en,Liturgical Reforms
2Cr_31,398,2Cr,14,31,it,Riorganizzazione del culto
2Cr_32,399,2Cr,14,32,en,Sennacherib’s Invasion
2Cr_32,399,2Cr,14,32,it,Invasione degli Assiri
2Cr_33,400,2Cr,14,33,en,Manasseh’s Impiety
2Cr_33,400,2Cr,14,33,it,Manasse re
2Cr_34,401,2Cr,14,34,en,Josiah’s Reforms
2Cr_34,401,2Cr,14,34,it,Giosia re
2Cr_35,402,2Cr,14,35,en,The Passover
2Cr_35,402,2Cr,14,35,it,Celebrazione della Pasqua
2Cr_36,403,2Cr,14,36,en,Jehoahaz
2Cr_36,403,2Cr,14,36,it,Ioacàz re
Esd_1,404,Esd,15,1,en,The Decree of Cyrus
Esd_1,404,Esd,15,1,it,Primi rimpatriati
Esd_2,405,Esd,15,2,en,A Census of the Returned Exiles
Esd_2,405,Esd,15,2,it,Lista dei Sionisti
Esd_3,406,Esd,15,3,en,Restoration of Worship
Esd_3,406,Esd,15,3,it,Arrivo e inizio dei lavori
Esd_4,407,Esd,15,4,en,Outside Interference
Esd_4,407,Esd,15,4,it,Interruzione dei lavori
Esd_5,408,Esd,15,5,en,The Work Resumed Under Darius; Further Problems
Esd_5,408,Esd,15,5,it,Ripresa dei lavori
Esd_6,409,Esd,15,6,en,The Decree of Darius
Esd_6,409,Esd,15,6,it,Risposta del re
Esd_7,410,Esd,15,7,en,"Ezra, Priest and Scribe"
Esd_7,410,Esd,15,7,it,Ritorno di esdra
Esd_8,411,Esd,15,8,en,Ezra’s Caravan
Esd_8,411,Esd,15,8,it,Viaggio di Esdra da Babilonia in Palestina
Esd_9,412,Esd,15,9,en,The Crisis of Mixed Marriages
Esd_9,412,Esd,15,9,it,Matrimoni con straniere
Esd_10,413,Esd,15,10,en,Response to the Crisis
Esd_10,413,Esd,15,10,it,Le donne straniere vengono allontanate
Nee_1,414,Nee,16,1,en,Nehemiah Hears Bad News
Nee_1,414,Nee,16,1,it,Ritorno di neemia
Nee_2,415,Nee,16,2,en,Appointment by the King
Nee_2,415,Nee,16,2,it,Ricostruzione delle mura
Nee_3,416,Nee,16,3,en,List of Workers
Nee_3,416,Nee,16,3,it,Ostacoli da parte dei nemici
Nee_4,417,Nee,16,4,en,Opposition in the Rebuilding
Nee_4,417,Nee,16,4,it,Relazioni presso i nemici dei Giudei
Nee_5,418,Nee,16,5,en,Social and Economic Problems
Nee_5,418,Nee,16,5,it,Ostacoli nella comunità
Nee_6,419,Nee,16,6,en,Plots Against Nehemiah
Nee_6,419,Nee,16,6,it,Conclusione dei lavori
Nee_7,420,Nee,16,7,en,Census of the Province
Nee_7,420,Nee,16,7,it,Lista di ricapitolazione
Nee_8,421,Nee,16,8,en,Ezra Reads the Law
Nee_8,421,Nee,16,8,it,Lettura della legge e organizzazione della comunita'
Nee_9,422,Nee,16,9,en,Public Confession of Sin
Nee_9,422,Nee,16,9,it,Preghiera
Nee_10,423,Nee,16,10,en,Signatories to the Pact
Nee_10,423,Nee,16,10,it,Impegno scritto della comunità
Nee_11,424,Nee,16,11,en,Resettlement of Jerusalem
Nee_11,424,Nee,16,11,it,Liste di ricapitolazione
Nee_12,425,Nee,16,12,en,Priests and Levites at the Time of Zerubbabel
Nee_12,425,Nee,16,12,it,Dedicazione delle mura di Gerusalemme
Nee_13,426,Nee,16,13,en,Reform in the Temple
Nee_13,426,Nee,16,13,it,Neemia verifica gli impegni assunti
Tob_1,427,Tob,17,1,en,Tobit
Tob_1,427,Tob,17,1,it,Il dramma di due famiglie
Tob_2,428,Tob,17,2,en,Tobit’s Blindness
Tob_2,428,Tob,17,2,it,Il cieco
Tob_3,429,Tob,17,3,en,Sarah Falsely Accused
Tob_3,429,Tob,17,3,it,Angustia e preghiera di Sara
Tob_4,430,Tob,17,4,en,A Father’s Instruction
Tob_4,430,Tob,17,4,it,L'avventura del viaggio
Tob_5,431,Tob,17,5,en,The Angel Raphael
Tob_5,431,Tob,17,5,it,Tobia trova il compagno che lo guiderà
Tob_6,432,Tob,17,6,en,On the Way to Rages
Tob_6,432,Tob,17,6,it,Il pesce prodigioso
Tob_7,433,Tob,17,7,en,At the House of Raguel
Tob_7,433,Tob,17,7,it,Una doppia guarigione
Tob_8,434,Tob,17,8,en,Expulsion of the Demon
Tob_8,434,Tob,17,8,it,La notte nuziale
Tob_9,435,Tob,17,9,en,The Money Recovered
Tob_9,435,Tob,17,9,it,Ritiro del denaro da Gabaèl
Tob_10,436,Tob,17,10,en,Anxiety of the Parents
Tob_10,436,Tob,17,10,it,Ansia di Tobi e di Anna
Tob_11,437,Tob,17,11,en,Homeward Journey
Tob_11,437,Tob,17,11,it,L'arrivo di Tobia dal padre
Tob_12,438,Tob,17,12,en,Raphael’s Wages
Tob_12,438,Tob,17,12,it,L'angelo Raffaele si fa riconoscere
Tob_13,439,Tob,17,13,en,The future of Jerusalem
Tob_13,439,Tob,17,13,it,Il futuro di Gerusalemme
Tob_14,440,Tob,17,14,en,Parting Advice
Tob_14,440,Tob,17,14,it,Le ultime volontà di Tobi
Gdt_1,441,Gdt,18,1,en,Nebuchadnezzar Against Arphaxad
Gdt_1,441,Gdt,18,1,it,L'arroganza di nabucodonosor
Gdt_2,442,Gdt,18,2,en,Revenge Planned Against the Western Nations
Gdt_2,442,Gdt,18,2,it,Oloferne muove contro l'occidente
Gdt_3,443,Gdt,18,3,en,Submission of the Vassal Nations
Gdt_3,443,Gdt,18,3,it,Sottomissione spontanea dei popoli occidentali
Gdt_4,444,Gdt,18,4,en,Israel Prepares for War
Gdt_4,444,Gdt,18,4,it,L'assedio di betulia e la sfida alla potenza di Dio
Gdt_5,445,Gdt,18,5,en,Achior in the Assyrian War Council
Gdt_5,445,Gdt,18,5,it,Oloferne interroga Achiòr
Gdt_6,446,Gdt,18,6,en,Achior in Bethulia
Gdt_6,446,Gdt,18,6,it,Achiòr è fatto precipitare fino a Betùlia
Gdt_7,447,Gdt,18,7,en,The Campaign Against Israel
Gdt_7,447,Gdt,18,7,it,Blocco delle fonti idriche di Betùlia
Gdt_8,448,Gdt,18,8,en,Description of Judith
Gdt_8,448,Gdt,18,8,it,Iniziativa di Giuditta
Gdt_9,449,Gdt,18,9,en,The Prayer of Judith
Gdt_9,449,Gdt,18,9,it,L'impresa di giuditta
Gdt_10,450,Gdt,18,10,en,Judith Prepares to Depart
Gdt_10,450,Gdt,18,10,it,Giuditta si reca nel campo nemico
Gdt_11,451,Gdt,18,11,en,Judith at the enemies' camp
Gdt_11,451,Gdt,18,11,it,Giuditta è accettata nel campo nemico
Gdt_12,452,Gdt,18,12,en,Judith at the Banquet of Holofernes
Gdt_12,452,Gdt,18,12,it,Giuditta si sistema nel campo nemico
Gdt_13,453,Gdt,18,13,en,Judith Beheads Holofernes
Gdt_13,453,Gdt,18,13,it,Giuditta uccide Oloferne
Gdt_14,454,Gdt,18,14,en,Judith’s Plan of Attack
Gdt_14,454,Gdt,18,14,it,Rivincita degli assediati
