id,cod_versione,testo_breve
Est_2,cei1974,"Dopo queste cose, quando la collera del re si fu calmata, egli si ricordò di Vasti, di ciò che essa aveva fatto e di quanto era stato deciso a suo riguardo. Allora quelli che stavano al servizio del re dissero: «Si cerchino per il re fanciulle vergini e d'aspetto avvenente;"
Est_3,cei1974,"In seguito, il re Assuero promosse Amàn figlio di Hammedàta, l'Agaghita, alla più alta dignità e pose il suo seggio al di sopra di quelli di tutti i prìncipi che erano con lui. Tutti i ministri del re, che stavano alla porta del re, piegavano il ginocchio e si prostravano davanti ad Amàn, perché così aveva ordinato il re a suo riguardo. Ma Mardocheo non piegava il ginocchio né si prostrava."
Est_4,cei1974,"Quando Mardocheo seppe quanto era stato fatto, si stracciò le vesti, si coprì di sacco e di cenere e uscì in mezzo alla città, mandando alte e amare grida; venne fin davanti alla porta del re, ma a nessuno che fosse coperto di sacco era permesso di entrare per la porta del re."
Est_5,cei1974,"Il terzo giorno, quando ebbe finito di pregare, ella si tolse le vesti da schiava e si coprì di tutto il fasto del suo grado. Divenuta così splendente di bellezza, dopo aver invocato il Dio che veglia su tutti e li salva, prese con sé due ancelle. Su di una si appoggiava con apparente mollezza, mentre l'altra la seguiva tenendo sollevato il mantello di lei. Appariva rosea nello splendore della sua bellezza e il suo viso era gioioso, come pervaso d'amore, ma il suo cuore era stretto dalla paura. Attraversate una dopo l'altra tutte le porte, si trovò alla presenza del re. Egli era seduto sul trono regale, vestito di tutti gli ornamenti maestosi delle sue comparse, tutto splendente di oro e di pietre preziose, e aveva un aspetto molto terribile. Alzò il viso splendente di maestà e guardò in un accesso di collera. La regina si sentì svenire, mutò il suo colore in pallore e poggiò la testa sull'ancella che l'accompagnava. Ma Dio volse a dolcezza lo spirito del re ed egli, fattosi ansioso, balzò dal trono, la prese fra le braccia, sostenendola finché non si fu ripresa, e andava confortandola con parole rasserenanti, dicendole: «Che c'è, Ester? Io sono tuo fratello; fatti coraggio, tu non devi morire. Il nostro ordine riguarda solo la gente comune. Avvicinati!». Alzato lo scettro d'oro, lo posò sul collo di lei, la baciò e le disse: «Parlami!». Gli disse: «Ti ho visto, signore, come un angelo di Dio e il mio cuore si è agitato davanti alla tua gloria. Perché tu sei meraviglioso, signore, e il tuo volto è pieno d'incanto». Ma mentre parlava, cadde svenuta; il re s'impressionò e tutta la gente del suo seguito cercava di rianimarla."
Est_6,cei1974,"Quella notte il re non poteva prendere sonno. Allora ordinò che gli si portasse il libro delle memorie, le cronache, e ne fu fatta la lettura alla presenza del re. Vi si trovò scritto che Mardocheo aveva denunciato Bigtàn e Tères, i due eunuchi del re tra i custodi della soglia, i quali avevano cercato di porre le mani sulla persona del re Assuero."
Est_7,cei1974,"Il re e Amàn andarono dunque al banchetto con la regina Ester. Il re anche questo secondo giorno disse a Ester, mentre si beveva il vino: «Qual è la tua richiesta, regina Ester? Ti sarà concessa. Che desideri? Fosse anche la metà del regno, sarà fatto!»."
Est_8,cei1974,"In quello stesso giorno il re Assuero diede alla regina Ester la casa di Amàn, nemico dei Giudei. Mardocheo si presentò al re, al quale Ester aveva dichiarato il rapporto di parentela che egli aveva con lei. Il re si tolse l'anello che aveva fatto ritirare ad Amàn e lo diede a Mardocheo. Ester affidò a Mardocheo l'amministrazione della casa che era stata di Amàn."
Est_9,cei1974,"Il decimosecondo mese, cioè il mese di Adàr, il tredici del mese, quando l'ordine del re e il suo decreto dovevano essere eseguiti, il giorno in cui i nemici dei Giudei speravano di averli in loro potere, avvenne invece tutto il contrario; poiché i Giudei ebbero in mano i loro nemici. I Giudei si radunarono nelle loro città, in tutte le province del re Assuero, per aggredire quelli che cercavano di fare loro del male; nessuno potè resistere loro, perché il timore dei Giudei era piombato su tutti i popoli."
Est_10,cei1974,"Il re Assuero impose un tributo al continente e alle isole del mare. Quanto poi a tutti i fatti concernenti la potenza e il valore di Mardocheo e quanto alla completa descrizione della sua grandezza e della sua elevazione da parte del re, sono cose scritte nel libro delle cronache dei re di Media e di Persia."
1Mac_1,cei1974,"Queste cose avvennero dopo che Alessandro il Macedone, figlio di Filippo, uscito dalla regione dei Kittim sconfisse Dario, re dei Persiani e dei Medi, e regnò al suo posto, cominciando dalla Grecia. Intraprese molte guerre, si impadronì di fortezze e uccise i re della terra;"
1Mac_2,cei1974,"In quei giorni Mattatia figlio di Giovanni, figlio di Simone, sacerdote della stirpe di Ioarìb, partì da Gerusalemme e venne a stabilirsi a Modin. Egli aveva cinque figli: Giovanni chiamato anche Gaddi,"
1Mac_3,cei1974,"Al suo posto sorse il figlio di lui Giuda, chiamato Maccabeo; lo aiutavano tutti i fratelli e quanti si erano legati al padre e conducevano la battaglia d'Israele con entusiasmo."
1Mac_4,cei1974,Gorgia prese allora cinquemila uomini e mille cavalli scelti e si levò il campo di notte per sorprendere il campo dei Giudei e annientarli all'improvviso; gli uomini dell'Acra gli facevano da guida.
1Mac_5,cei1974,"I popoli vicini, quando sentirono che era stato ricostruito l'altare e rinnovato il santuario come prima, fremettero di rabbia e decisero di eliminare quelli della stirpe di Giacobbe che si trovavano in mezzo a loro e cominciarono a uccidere e sopprimere gente in mezzo al popolo."
1Mac_6,cei1974,"Il re Antioco intanto percorreva le regioni settentrionali e seppe che c'era in Persia la città di Elimàide, famosa per ricchezza e argento e oro; che vi era un tempio ricchissimo, dove si trovavano armature d'oro, corazze e armi, lasciate là da Alessandro figlio di Filippo, il re macedone, che aveva regnato per primo sui Greci."
1Mac_7,cei1974,"Nell'anno centocinquantuno Demetrio, figlio di Selèuco, evase da Roma e sbarcò con pochi uomini in una città della costa e là si proclamò re. Quando rientrò nella reggia dei suoi padri, l'esercito catturò Antioco e Lisia per consegnarglieli."
1Mac_8,cei1974,Giuda venne a conoscere la fama dei Romani: che essi erano molto potenti e favorivano tutti quelli che simpatizzavano per loro e accordavano amicizia a quanti si rivolgevano a loro e che erano forti e potenti. Gli furono narrate le loro guerre e le loro imprese gloriose compiute tra i Galli: come li avessero vinti e sottoposti al tributo.
1Mac_9,cei1974,Demetrio seppe che era morto Nicànore ed era stato distrutto il suo esercito in combattimento e decise di mandare di nuovo Bàcchide e Alcimo in Giudea e l'ala destra dell'esercito con loro. Seguirono la via di Gàlgala e si accamparono sopra Mesalot in Arbèla; la occuparono prima e vi fecero morire molti uomini.
1Mac_10,cei1974,"Nell'anno centosessanta Alessandro Epìfane, figlio di Antioco, s'imbarcò e occupò Tolemàide; vi fu riconosciuto re e cominciò a regnare. Quando lo seppe, il re Demetrio radunò un esercito molto grande e gli mosse contro per fargli guerra."
1Mac_11,cei1974,"Il re d'Egitto raccolse forze numerose come la sabbia che è lungo il lido del mare e molte navi e cercava di impadronirsi con inganno del regno di Alessandro per annetterlo al proprio regno. Venne in Siria con dimostrazioni pacifiche e tutte le città gli aprivano le porte e gli andavano incontro, perché era ordine del re Alessandro di andargli incontro, essendo suo suocero."
1Mac_12,cei1974,"Giònata, vedendo che le circostanze gli erano propizie, scelse uomini adatti e li inviò a Roma per ristabilire e rinnovare l'amicizia con quel popolo. Anche presso gli Spartani e in altre località inviò lettere sullo stesso argomento."
1Mac_13,cei1974,"Simone seppe che Trifone stava radunando un numeroso esercito per venire in Giudea a schiacciarla; vide che il popolo era tremante e impaurito, andò a Gerusalemme e radunò il popolo;"
1Mac_14,cei1974,"Nell'anno centosettantadue il re Demetrio radunò le sue milizie e partì per la Media per raccogliere rinforzi e combattere Trifone. Ma Arsace, re della Persia e della Media, appena seppe che Demetrio era entrato nel suo territorio, mandò uno dei suoi generali per catturarlo vivo."
1Mac_15,cei1974,"Antioco, figlio del re Demetrio, inviò lettere dalle isole del mare, a Simone sommo sacerdote ed etnarca dei Giudei e a tutto il popolo, il cui contenuto era del seguente tenore: «Il re Antioco a Simone sommo sacerdote ed etnarca e al popolo dei Giudei salute."
1Mac_16,cei1974,Allora Giovanni salì da Ghezer e riferì a Simone suo padre quanto faceva Cendebèo. Simone chiamò i suoi due figli maggiori Giuda e Giovanni e disse loro: «Io e i miei fratelli e la casa di mio padre abbiamo combattuto le battaglie d'Israele dalla gioventù fino ad oggi e riuscì nelle nostre mani l'impresa di salvare Israele ripetutamente;
2Mac_1,cei1974,"«Ai fratelli giudei sparsi nell'Egitto salute. I fratelli giudei che sono in Gerusalemme e nella regione della Giudea augurano buona pace. Dio voglia concedervi i suoi benefici e ricordarsi della sua alleanza con Abramo, Isacco e Giacobbe suoi servi fedeli;"
2Mac_2,cei1974,"Si trova scritto nei documenti che Geremia profeta ordinò ai deportati di prendere del fuoco, come è stato significato, e che il medesimo profeta ai deportati consegnò la legge raccomandando loro di non dimenticarsi dei comandi del Signore e di non lasciarsi traviare nelle idee, vedendo i simulacri d'oro e d'argento e il fasto di cui erano circondati,"
2Mac_3,cei1974,"Nel periodo in cui la città santa godeva completa pace e le leggi erano osservate perfettamente per la pietà del sommo sacerdote Onia e la sua avversione al male, gli stessi re avevano preso ad onorare il luogo santo e a glorificare il tempio con doni insigni,"
2Mac_4,cei1974,"Il suddetto Simone, che si era fatto delatore dei beni e della patria, diffamava Onia, come se avesse percosso Eliodòro e fosse stato l'organizzatore dei disordini; osava definire nemico della cosa pubblica il benefattore della città, il protettore dei cittadini, il difensore delle leggi."
2Mac_5,cei1974,"In questo periodo di tempo Antioco organizzò la seconda spedizione in Egitto. Sopra tutta la città per circa quaranta giorni apparivano cavalieri che correvano per l'aria con auree vesti, armati di lance roteanti e di spade sguainate,"
2Mac_6,cei1974,"Non molto tempo dopo, il re inviò un vecchio ateniese per costringere i Giudei ad allontanarsi dalle patrie leggi e a non governarsi più secondo le leggi divine, inoltre per profanare il tempio di Gerusalemme e dedicare questo a Giove Olimpio e quello sul Garizim invece a Giove Ospitale, come si confaceva agli abitanti del luogo."
2Mac_7,cei1974,"Ci fu anche il caso di sette fratelli che, presi insieme alla loro madre, furono costretti dal re a forza di flagelli e nerbate a cibarsi di carni suine proibite. Uno di essi, facendosi interprete di tutti, disse: «Che cosa cerchi di indagare o sapere da noi? Siamo pronti a morire piuttosto che trasgredire le patrie leggi»."
2Mac_8,cei1974,"Intanto Giuda Maccabeo e i suoi compagni, passando di nascosto nei villaggi, invitavano i parenti, raccogliendo in più coloro che erano rimasti fedeli al giudaismo; così misero insieme circa seimila uomini. Alzarono allora suppliche al Signore, perché riguardasse il popolo da tutti calpestato, avesse pietà del tempio profanato da uomini empi,"
2Mac_9,cei1974,"Avvenne in quel periodo il ritorno ignominioso di Antioco dalle regioni della Persia. Infatti egli era giunto nella città chiamata Persepoli e si era accinto a depredare il tempio e ad impadronirsi della piazza, ma i cittadini ricorsero in massa alle armi e lo ricacciarono; perciò Antioco, messo in fuga dagli abitanti, dovette ritirarsi vergognosamente."
2Mac_10,cei1974,"Il Maccabeo intanto e i suoi uomini, guidati dal Signore, rioccuparono il tempio e la città, distrussero le are innalzate dagli stranieri sulle piazze e i recinti sacri."
2Mac_11,cei1974,"Dopo brevissimo tempo Lisia, tutore e parente del re e incaricato degli affari di stato, mal sopportando l'accaduto, raccolti circa ottantamila uomini e tutta la cavalleria, mosse contro i Giudei, calcolando di ridurre la città a dimora dei Greci,"
2Mac_12,cei1974,"Conclusi questi accordi, Lisia ritornò presso il re; i Giudei invece si diedero a coltivare la terra. Ma alcuni dei comandanti dei distretti e precisamente Timòteo e Apollonio, figlio di Gennèo, Ierònimo e Demofonte e, oltre questi, Nicànore, il comandante dei mercenari di Cipro, non li lasciavano vivere tranquilli né procedere in pace."
2Mac_13,cei1974,"Nell'anno centoquarantanove giunse notizia agli uomini di Giuda che Antioco Eupàtore muoveva contro la Giudea con numerose truppe; era con lui Lisia, suo tutore e preposto agli affari dello stato, che aveva con sé un esercito greco di centodiecimila fanti, cinquemilatrecento cavalli, ventidue elefanti e trecento carri falcati."
2Mac_14,cei1974,"Dopo un periodo di tre anni, venne all'orecchio degli uomini di Giuda che Demetrio, figlio di Selèuco, era sbarcato nel porto di Tripoli con un grande esercito e la flotta e si era impadronito del paese, eliminando Antioco e il suo tutore Lisia."
2Mac_15,cei1974,"Nicànore, avendo saputo che gli uomini di Giuda si trovavano nella regione della Samaria, decise di assalirli a colpo sicuro nel giorno del riposo. Poiché i Giudei che l'avevano seguito forzatamente gli dicevano: «Assolutamente non devi ucciderli in modo così crudele e barbaro; rendi onore al giorno che è stato gia onorato rivestendolo di santità da colui che tutto vede»,"
Gb_1,cei1974,"C'era nella terra di Uz un uomo chiamato Giobbe: uomo integro e retto, temeva Dio ed era alieno dal male. Gli erano nati sette figli e tre figlie;"
Gb_2,cei1974,"Quando un giorno i figli di Dio andarono a presentarsi al Signore, anche satana andò in mezzo a loro a presentarsi al Signore. Il Signore disse a satana: «Da dove vieni?». Satana rispose al Signore: «Da un giro sulla terra che ho percorsa»."
Gb_3,cei1974,"Dopo, Giobbe aprì la bocca e maledisse il suo giorno; prese a dire:"
Gb_4,cei1974,"Elifaz il Temanita prese la parola e disse: Se si tenta di parlarti, ti sarà forse gravoso? Ma chi può trattenere il discorso?"
Gb_5,cei1974,"Chiama, dunque! Ti risponderà forse qualcuno? E a chi fra i santi ti rivolgerai? Poiché allo stolto dà morte lo sdegno e la collera fa morire lo sciocco."
Gb_6,cei1974,Allora Giobbe rispose: Se ben si pesasse il mio cruccio e sulla stessa bilancia si ponesse la mia sventura...
Gb_7,cei1974,"Non ha forse un duro lavoro l'uomo sulla terra e i suoi giorni non sono come quelli d'un mercenario? Come lo schiavo sospira l'ombra e come il mercenario aspetta il suo salario,"
Gb_8,cei1974,Allora prese a dire Bildad il Suchita: Fino a quando dirai queste cose e vento impetuoso saranno le parole della tua bocca?
Gb_9,cei1974,Giobbe rispose dicendo: In verità io so che è così: e come può un uomo aver ragione innanzi a Dio?
Gb_10,cei1974,"Stanco io sono della mia vita! Darò libero sfogo al mio lamento, parlerò nell'amarezza del mio cuore. Dirò a Dio: Non condannarmi! Fammi sapere perché mi sei avversario."
Gb_11,cei1974,Allora Zofar il Naamatita prese la parola e disse: A tante parole non si darà risposta? O il loquace dovrà aver ragione?
Gb_12,cei1974,"Giobbe allora rispose: E' vero, sì, che voi siete la voce del popolo e la sapienza morirà con voi!"
Gb_13,cei1974,"Ecco, tutto questo ha visto il mio occhio, l'ha udito il mio orecchio e l'ha compreso. Quel che sapete voi, lo so anch'io; non sono da meno di voi."
Gb_14,cei1974,"L'uomo, nato di donna, breve di giorni e sazio di inquietudine, come un fiore spunta e avvizzisce, fugge come l'ombra e mai si ferma."
Gb_15,cei1974,Elifaz il Temanita prese a dire: Potrebbe il saggio rispondere con ragioni campate in aria e riempirsi il ventre di vento d'oriente?
Gb_16,cei1974,Allora rispose: Ne ho udite gia molte di simili cose! Siete tutti consolatori molesti.
Gb_17,cei1974,"Il mio spirito vien meno, i miei giorni si spengono; non c'è per me che la tomba! Non sono io in balìa di beffardi? Fra i loro insulti veglia il mio occhio."
Gb_18,cei1974,Bildad il Suchita prese a dire: Quando porrai fine alle tue chiacchiere? Rifletti bene e poi parleremo.
Gb_19,cei1974,Giobbe allora rispose: Fino a quando mi tormenterete e mi opprimerete con le vostre parole?
Gb_20,cei1974,Zofar il Naamatita prese a dire: Per questo i miei pensieri mi spingono a rispondere e perciò v'è questa fretta dentro di me.
Gb_21,cei1974,Giobbe rispose: Ascoltate bene la mia parola e sia questo almeno il conforto che mi date.
Gb_22,cei1974,"Elifaz il Temanita prese a dire: Può forse l'uomo giovare a Dio, se il saggio giova solo a se stesso?"
Gb_23,cei1974,Giobbe allora rispose: Ancor oggi il mio lamento è amaro e la sua mano grava sopra i miei gemiti.
Gb_24,cei1974,"Perché l'Onnipotente non si riserva i suoi tempi e i suoi fedeli non vedono i suoi giorni? I malvagi spostano i confini, rubano le greggi e le menano al pascolo;"
Gb_25,cei1974,Bildad il Suchita prese a dire: V'è forse dominio e paura presso Colui Che mantiene la pace nell'alto dei cieli?
Gb_26,cei1974,Giobbe rispose: Quanto aiuto hai dato al debole e come hai soccorso il braccio senza forza!
Gb_27,cei1974,"Giobbe continuò a dire: Per la vita di Dio, che mi ha privato del mio diritto, per l'Onnipotente che mi ha amareggiato l'animo,"
Gb_28,cei1974,"Certo, per l'argento vi sono miniere e per l'oro luoghi dove esso si raffina. Il ferro si cava dal suolo e la pietra fusa libera il rame."
Gb_29,cei1974,"Giobbe continuò a pronunziare le sue sentenze e disse: Oh, potessi tornare com'ero ai mesi di un tempo, ai giorni in cui Dio mi proteggeva,"
Gb_30,cei1974,"Ora invece si ridono di me i più giovani di me in età, i cui padri non avrei degnato di mettere tra i cani del mio gregge. Anche la forza delle loro mani a che mi giova? Hanno perduto ogni vigore;"
Gb_31,cei1974,Avevo stretto con gli occhi un patto di non fissare neppure una vergine. Che parte mi assegna Dio di lassù e che porzione mi assegna l'Onnipotente dall'alto?
Gb_32,cei1974,"(31,40b) Quando Giobbe ebbe finito di parlare, quei tre uomini cessarono di rispondere a Giobbe, perchè egli si riteneva giusto. Allora si accese lo sdegno di Eliu, figlio di Barachele il Buzita, della tribù di Ram. Si accese di sdegno contro Giobbe, perché pretendeva d'aver ragione di fronte a Dio;"
Gb_33,cei1974,"Ascolta dunque, Giobbe, i miei discorsi, ad ogni mia parola porgi l'orecchio. Ecco, io apro la bocca, parla la mia lingua entro il mio palato."
Gb_34,cei1974,"Eliu continuò a dire: Ascoltate, saggi, le mie parole e voi, sapienti, porgetemi l'orecchio,"
Gb_35,cei1974,"Eliu riprese a dire: Ti pare di aver pensato cosa giusta, quando dicesti: «Ho ragione davanti a Dio»?"
Gb_36,cei1974,"Eliu continuò a dire: Abbi un pò di pazienza e io te lo dimostrerò, perché in difesa di Dio c'è altro da dire."
Gb_37,cei1974,"Per questo mi batte forte il cuore e mi balza fuori dal petto. Udite, udite, il rumore della sua voce, il fragore che esce dalla sua bocca."
Gb_38,cei1974,Il Signore rispose a Giobbe di mezzo al turbine: Chi è costui che oscura il consiglio con parole insipienti?
Gb_39,cei1974,Sai tu quando figliano le camozze e assisti al parto delle cerve? Conti tu i mesi della loro gravidanza e sai tu quando devono figliare?
Gb_40,cei1974,Il Signore riprese e disse a Giobbe: Il censore vorrà ancora contendere con l'Onnipotente? L'accusatore di Dio risponda!
Gb_41,cei1974,"Ecco, la tua speranza è fallita, al solo vederlo uno stramazza. Nessuno è tanto audace da osare eccitarlo e chi mai potrà star saldo di fronte a lui?"
Gb_42,cei1974,Allora Giobbe rispose al Signore e disse: Comprendo che puoi tutto e che nessuna cosa è impossibile per te.
Sal_1,cei1974,"Beato l'uomo che non segue il consiglio degli empi, non indugia nella via dei peccatori e non siede in compagnia degli stolti; ma si compiace della legge del Signore, la sua legge medita giorno e notte."
Sal_2,cei1974,Perché le genti congiurano perché invano cospirano i popoli? Insorgono i re della terra e i principi congiurano insieme contro il Signore e contro il suo Messia:
Sal_3,cei1974,"Salmo di Davide quando fuggiva il figlio Assalonne. Signore, quanti sono i miei oppressori! Molti contro di me insorgono."
Sal_4,cei1974,"Al maestro del coro. Per strumenti a corda. Salmo. Di Davide. Quando ti invoco, rispondimi, Dio, mia giustizia: dalle angosce mi hai liberato; pietà di me, ascolta la mia preghiera."
Sal_5,cei1974,"Al maestro del coro. Per flauti. Salmo. Di Davide. Porgi l'orecchio, Signore, alle mie parole: intendi il mio lamento."
Sal_6,cei1974,"Al maestro del coro. Per strumenti a corda. Sull'ottava. Salmo. Di Davide. Signore, non punirmi nel tuo sdegno, non castigarmi nel tuo furore."
Sal_7,cei1974,"Lamento che Davide rivolse al Signore per le parole di Cus il Beniaminita. Signore, mio Dio, in te mi rifugio: salvami e liberami da chi mi perseguita,"
Sal_8,cei1974,"Al maestro di coro. Sul canto: «I Torchi...». Salmo. Di Davide. O Signore, nostro Dio, quanto è grande il tuo nome su tutta la terra: sopra i cieli si innalza la tua magnificenza."
Sal_9,cei1974,Al maestro del coro. In sordina. Salmo. Di Davide. Loderò il Signore con tutto il cuore e annunzierò tutte le tue meraviglie.
Sal_10,cei1974,Al maestro del coro. In sordina. Salmo. Di Davide. Loderò il Signore con tutto il cuore e annunzierò tutte le tue meraviglie.
Sal_11,cei1974,"Al maestro del coro. Di Davide. Nel Signore mi sono rifugiato, come potete dirmi: «Fuggi come un passero verso il monte»? Ecco, gli empi tendono l'arco, aggiustano la freccia sulla corda per colpire nel buio i retti di cuore."
Sal_12,cei1974,"Al maestro del coro. Sull'ottava. Salmo. Di Davide. Salvami, Signore! Non c'è più un uomo fedele; è scomparsa la fedeltà tra i figli dell'uomo."
Sal_13,cei1974,"Al maestro del coro. Salmo. Di Davide. Fino a quando, Signore, continuerai a dimenticarmi? Fino a quando mi nasconderai il tuo volto?"
Sal_14,cei1974,"Al maestro del coro. Di Davide. Lo stolto pensa: «Non c'è Dio». Sono corrotti, fanno cose abominevoli: nessuno più agisce bene. Il Signore dal cielo si china sugli uomini per vedere se esista un saggio: se c'è uno che cerchi Dio."
Sal_15,cei1974,"Salmo. Di Davide. Signore, chi abiterà nella tua tenda? Chi dimorerà sul tuo santo monte? Colui che cammina senza colpa, agisce con giustizia e parla lealmente,"
Sal_16,cei1974,"Miktam. Di Davide. Proteggimi, o Dio: in te mi rifugio. Ho detto a Dio: «Sei tu il mio Signore, senza di te non ho alcun bene»."
Sal_17,cei1974,"Preghiera. Di Davide. Accogli, Signore, la causa del giusto, sii attento al mio grido. Porgi l'orecchio alla mia preghiera: sulle mie labbra non c'è inganno. Venga da te la mia sentenza, i tuoi occhi vedano la giustizia."
Sal_18,cei1974,"Al maestro del coro. Di Davide, servo del Signore, che rivolse al Signore le parole di questo canto, quando il Signore lo liberò dal potere di tutti i suoi nemici, e dalla mano di Saul. Disse dunque: Ti amo, Signore, mia forza,"
Sal_19,cei1974,"Al maestro del coro. Salmo. Di Davide. I cieli narrano la gloria di Dio, e l'opera delle sue mani annunzia il firmamento."
Sal_20,cei1974,"Al maestro del coro. Salmo. Di Davide. Ti ascolti il Signore nel giorno della prova, ti protegga il nome del Dio di Giacobbe."
Sal_21,cei1974,"Al maestro del coro. Salmo. Di Davide. Signore, il re gioisce della tua potenza, quanto esulta per la tua salvezza!"
Sal_22,cei1974,"Al maestro del coro. Sull'aria: «Cerva dell'aurora». Salmo. Di Davide. «Dio mio, Dio mio, perché mi hai abbandonato? Tu sei lontano dalla mia salvezza»: sono le parole del mio lamento."
Sal_23,cei1974,Salmo. Di Davide. Il Signore è il mio pastore: non manco di nulla; su pascoli erbosi mi fa riposare ad acque tranquille mi conduce.
Sal_24,cei1974,"Di Davide. Salmo. Del Signore è la terra e quanto contiene, l'universo e i suoi abitanti. E' lui che l'ha fondata sui mari, e sui fiumi l'ha stabilita."
Sal_25,cei1974,"Di Davide. A te, Signore, elevo l'anima mia, Dio mio, in te confido: non sia confuso! Non trionfino su di me i miei nemici!"
Sal_26,cei1974,"Di Davide. Signore, fammi giustizia: nell'integrità ho camminato, confido nel Signore, non potrò vacillare. Scrutami, Signore, e mettimi alla prova, raffinami al fuoco il cuore e la mente."
Sal_27,cei1974,"Di Davide. Il Signore è mia luce e mia salvezza, di chi avrò paura? Il Signore è difesa della mia vita, di chi avrò timore? Quando mi assalgono i malvagi per straziarmi la carne, sono essi, avversari e nemici, a inciampare e cadere."
Sal_28,cei1974,"Di Davide. A te grido, Signore; non restare in silenzio, mio Dio, perché, se tu non mi parli, io sono come chi scende nella fossa. Ascolta la voce della mia supplica, quando ti grido aiuto, quando alzo le mie mani verso il tuo santo tempio."
Sal_29,cei1974,"Salmo. Di Davide. Date al Signore, figli di Dio, date al Signore gloria e potenza. Date al Signore la gloria del suo nome, prostratevi al Signore in santi ornamenti."
Sal_30,cei1974,"Salmo. Canto per la festa della dedicazione del tempio. Di Davide. Ti esalterò, Signore, perché mi hai liberato e su di me non hai lasciato esultare i nemici."
Sal_31,cei1974,"Al maestro del coro. Salmo. Di Davide. In te, Signore, mi sono rifugiato, mai sarò deluso; per la tua giustizia salvami."
Sal_32,cei1974,"Di Davide. Maskil. Beato l'uomo a cui è rimessa la colpa, e perdonato il peccato. Beato l'uomo a cui Dio non imputa alcun male e nel cui spirito non è inganno."
Sal_33,cei1974,"Esultate, giusti, nel Signore; ai retti si addice la lode. Lodate il Signore con la cetra, con l'arpa a dieci corde a lui cantate."
Sal_34,cei1974,"Di Davide, quando si finse pazzo in presenza di Abimelech e, da lui scacciato, se ne andò. Benedirò il Signore in ogni tempo, sulla mia bocca sempre la sua lode"
Sal_35,cei1974,"Di Davide. Signore, giudica chi mi accusa, combatti chi mi combatte. Afferra i tuoi scudi e sorgi in mio aiuto."
Sal_36,cei1974,"Al maestro del coro. Di Davide servo del Signore. Nel cuore dell'empio parla il peccato, davanti ai suoi occhi non c'è timor di Dio."
Sal_37,cei1974,"Di Davide. Non adirarti contro gli empi non invidiare i malfattori. Come fieno presto appassiranno, cadranno come erba del prato."
Sal_38,cei1974,"Salmo. Di Davide. In memoria. Signore, non castigarmi nel tuo sdegno, non punirmi nella tua ira."
Sal_39,cei1974,"Al maestro del coro, Iditun. Salmo. Di Davide. Ho detto: «Veglierò sulla mia condotta per non peccare con la mia lingua; porrò un freno alla mia bocca mentre l'empio mi sta dinanzi»."
Sal_40,cei1974,"Al maestro del coro. Di Davide. Salmo. Ho sperato: ho sperato nel Signore ed egli su di me si è chinato, ha dato ascolto al mio grido."
Sal_41,cei1974,"Al maestro del coro. Salmo. Di Davide. Beato l'uomo che ha cura del debole, nel giorno della sventura il Signore lo libera."
Sal_42,cei1974,"Al maestro del coro. Maskil. Dei figli di Core. Come la cerva anela ai corsi d'acqua, così l'anima mia anela a te, o Dio."
Sal_43,cei1974,"Fammi giustizia, o Dio, difendi la mia causa contro gente spietata; liberami dall'uomo iniquo e fallace. Tu sei il Dio della mia difesa; perché mi respingi, perché triste me ne vado, oppresso dal nemico?"
Sal_44,cei1974,"Al maestro del coro. Dei figli di Core. Maskil. Dio, con i nostri orecchi abbiamo udito, i nostri padri ci hanno raccontato l'opera che hai compiuto ai loro giorni, nei tempi antichi."
Sal_45,cei1974,"Al maestro del coro. Su «I gigli...». Dei figli di Core. Maskil. Canto d'amore. Effonde il mio cuore liete parole, io canto al re il mio poema. La mia lingua è stilo di scriba veloce."
Sal_46,cei1974,"Al maestro del coro. Dei figli di Core. Su «Le vergini...». Canto. Dio è per noi rifugio e forza, aiuto sempre vicino nelle angosce."
Sal_47,cei1974,"Al maestro del coro. Dei figli di Core. Salmo. Applaudite, popoli tutti, acclamate Dio con voci di gioia;"
Sal_48,cei1974,Cantico. Salmo. Dei figli di Core. Grande è il Signore e degno di ogni lode nella città del nostro Dio.
Sal_49,cei1974,"Al maestro del coro. Dei figli di Core. Salmo. Ascoltate, popoli tutti, porgete orecchio abitanti del mondo,"
Sal_50,cei1974,"Salmo. Di Asaf. Parla il Signore, Dio degli dei, convoca la terra da oriente a occidente. Da Sion, splendore di bellezza, Dio rifulge."
Sal_51,cei1974,Al maestro del coro. Salmo. Di Davide. Quando venne da lui il profeta Natan dopo che aveva peccato con Betsabea.
Sal_52,cei1974,Al maestro del coro. Maskil. Di Davide. Dopo che l'idumeo Doeg venne da Saul per informarlo e dirgli: «Davide è entrato in casa di Abimelech».
Sal_53,cei1974,"Al maestro del coro. Su «Macalat». Maskil. Di Davide. Lo stolto pensa: «Dio non esiste». Sono corrotti, fanno cose abominevoli, nessuno fa il bene."
Sal_54,cei1974,"Al maestro del coro. Per strumenti a corda. Maskil. Di Davide. Dopo che gli Zifei vennero da Saul a dirgli: «Ecco, Davide se ne sta nascosto presso di noi»."
Sal_55,cei1974,"Al maestro del coro. Per strumenti a corda. Maskil. Di Davide. Porgi l'orecchio, Dio, alla mia preghiera, non respingere la mia supplica;"
